-0.0113,-0.095,-0.1803,-0.2101,-0.1334,0.0454,0.2578,0.4071,0.3869,0.1522,-0.1902,-0.4718,-0.5965,-0.5444,-0.3604,-0.1534,-0.0166,0.0385,0.0516,0.0509,0.0469,0.054,0.0819,0.1208,0.1538,0.157,0.1139,0.0451,-0.0199,-0.054,-0.0508,-0.0307,-0.013,0.001,0.0154,0.0304,0.0441,0.0583,0.0767,0.0981,0.1186,0.1327,0.1349,0.127,0.1137,0.098,0.0836,0.0727,0.0629,0.0538,0.0591,0.0883,0.1303,0.1587,0.1468
0.0698,-0.0371,-0.1606,-0.2074,-0.1133,0.0823,0.2792,0.4069,0.4297,0.3029,0.0316,-0.2692,-0.4543,-0.4609,-0.3151,-0.0936,0.0992,0.1765,0.129,0.0316,-0.0361,-0.0454,-0.0141,0.0213,0.0361,0.0321,0.0301,0.0431,0.0642,0.0769,0.0702,0.0434,0.0023,-0.0372,-0.0551,-0.0431,-0.0107,0.0267,0.059,0.0852,0.1062,0.1179,0.1137,0.0926,0.0644,0.0452,0.0416,0.0461,0.057,0.0869,0.1404,0.2055,0.2584,0.2651,0.1951
